"","doid","Term","Synonym","Secondary"
"32545","DOID:1217","fascioloidiasis","NA","NA"
"32548","DOID:12170","radial nerve lesion","""Radial nerve lesions"" EXACT []","NA"
"32554","DOID:12171","radial neuropathy","""Radial neuropathy"" EXACT []","NA"
"32558","DOID:12175","dyshormonogenic goiter","""dyshormonogenic goitre"" EXACT []","NA"
"32564","DOID:12176","goiter","""goitre"" EXACT []","NA"
"32568","DOID:12177","common variable immunodeficiency","""sporadic hypogammaglobulinemia"" EXACT []","NA"
"32576","DOID:12179","tinea corporis","""Dermatophytosis of the trunk"" EXACT []","NA"
"32582","DOID:1218","echinostomiasis","""Infection by Echinochasmus"" EXACT []","NA"
"32586","DOID:12180","obsolete Fetal Macrosomia","""fetal macrosomia"" EXACT []","NA"
"32590","DOID:12185","otosclerosis","NA","NA"
"32593","DOID:12189","obsolete metastatic tumor to the colon","NA","NA"
"32596","DOID:1219","dicrocoeliasis","""disease due to Dicrocoeliidae"" EXACT []","NA"
"32600","DOID:12190","descending colon cancer","""malignant tumor of descending colon"" EXACT []","NA"
"32606","DOID:12191","splenic flexure cancer","""malignant tumor of splenic flexure"" EXACT []","NA"
"32612","DOID:12192","sigmoid colon cancer","""malignant tumor of sigmoid colon"" EXACT []","NA"
"32617","DOID:12196","superficial keratitis","NA","NA"
"32620","DOID:12197","punctate epithelial keratoconjunctivitis","""Thygeson's superficial punctate keratitis"" EXACT []","NA"
"32626","DOID:122","obsolete abdominal cancer","""abdomen neoplasm"" EXACT []","NA"
"32630","DOID:12204","obsolete catatonic schizophrenia in remission","""Catatonic type schizophrenia, in remission"" EXACT []","NA"
"32635","DOID:12205","dengue disease","""Dengue Fever"" EXACT []","DOID:0050142"
"32643","DOID:12206","dengue hemorrhagic fever","""DHF"" EXACT []","NA"
"32648","DOID:1221","obsolete infiltrative lung tuberculosis","NA","NA"
"32651","DOID:12210","obsolete Wuchereria bancrofti filariasis","""Wuchereria bancrofti infectious disease"" EXACT []","NA"
"32658","DOID:12211","filarial elephantiasis","""Lymphatic filariasis"" EXACT []","DOID:13433"
"32667","DOID:12215","oligohydramnios","""Oligohydramnios - delivered"" EXACT []","DOID:12596"
"32675","DOID:12217","Lewy body dementia","""Senile dementia of the Lewy body type"" EXACT []","NA"
"32682","DOID:1222","cartilage disease","""Chondropathy"" EXACT []","NA"
"32687","DOID:12221","obsolete Synovial, tendon or bursa disorder","""Unspecified disorder of synovium, tendon, and bursa"" EXACT []","NA"
"32692","DOID:12223","specific bursitis often of occupational origin","""Specific bursitis often of occupational origin"" EXACT []","NA"
"32697","DOID:12224","obsolete calcium deposits in tendon and bursa","NA","NA"
"32700","DOID:12225","Plica syndrome","NA","NA"
"32703","DOID:12226","obsolete hearing disease","""Hearing problem (finding)"" EXACT []","NA"
"32712","DOID:12228","obsolete secondary malignant neoplasm of large intestine and rectum","""secondary malignant neoplasm of large intestine or rectum NOS (disorder)"" EXACT []","NA"
"32717","DOID:12234","cascade stomach","""Hourglass stricture or stenosis of stomach"" EXACT []","NA"
"32721","DOID:12236","primary biliary cholangitis","""primary biliary cirrhosis"" EXACT []","DOID:1851"
"32729","DOID:12237","bile reflux","NA","NA"
"32732","DOID:12239","anal margin squamous cell carcinoma","""Perianal skin squamous cell carcinoma"" EXACT []","NA"
"32736","DOID:12241","beta thalassemia","NA","NA"
"32739","DOID:12245","obsolete histoplasmosis endocarditis","""Histoplasmosis with endocarditis (disorder)"" EXACT []","NA"
"32745","DOID:12246","histoplasmosis meningitis","""Histoplasmosis with meningitis"" EXACT []","NA"
"32749","DOID:12251","obsolete hypoaldosteronism","""hypoaldosteronism"" EXACT []","NA"
"32754","DOID:12252","obsolete Cushing's syndrome","NA","NA"
"32757","DOID:12253","testicular lymphoma","""testicular Lymphoma"" EXACT []","NA"
"32763","DOID:12254","obsolete metastatic tumor to the testis","""secondary malignant neoplasm of testis (disorder)"" EXACT []","NA"
"32768","DOID:12255","obsolete congenital adrenal hyperplasia","""Congenital adrenal hyperplasia, NOS"" EXACT []","NA"
"32775","DOID:12256","obsolete adrenogenital disease","NA","NA"
"32778","DOID:12257","medulloadrenal hyperfunction","NA","NA"
"32781","DOID:12258","obsolete acquired factor IX deficiency","""acquired factor IX deficiency disease (disorder)"" EXACT []","NA"
"32785","DOID:12259","hemophilia B","""factor IX deficiency"" EXACT []","NA"
"32792","DOID:12265","chronic salpingo-oophoritis","""chronic salpingitis/oophoritis"" EXACT []","NA"
"32797","DOID:12268","obsolete eclampsia with delivery","NA","NA"
"32800","DOID:12269","obsolete Toxemia with convulsions complicating pregnancy, childbirth or the puerperium","NA","NA"
"32803","DOID:1227","neutropenia","NA","NA"
"32806","DOID:12270","coloboma","""congenital ocular coloboma"" EXACT []","NA"
"32812","DOID:12271","aniridia","""Aplasia of iris"" EXACT []","NA"
"32816","DOID:12273","anisometropia","NA","NA"
"32819","DOID:12274","obsolete anisometropia and aniseikonia","""Anisometropia or aniseikonia NOS (disorder)"" EXACT []","NA"
"32824","DOID:12275","cutaneous diphtheria","""Cutaneous diphtheria"" EXACT []","NA"
"32829","DOID:12276","malignant tumor of undescended testis","""malignant tumour of undescended testis"" EXACT []","NA"
"32837","DOID:1228","obsolete paranoid type schizophrenia in remission","NA","NA"
"32840","DOID:12282","femoral vein thrombophlebitis","""Thrombophlebitis of the femoral vein"" EXACT []","NA"
"32846","DOID:12284","obsolete maternal pyrexia in labor","NA","NA"
"32849","DOID:12286","testicular leukemia","NA","NA"
"32852","DOID:12287","Crimean-Congo hemorrhagic fever","""Crimean hemorrhagic fever"" EXACT []","NA"
"32858","DOID:1229","paranoid schizophrenia","""Paraphrenic schizophrenia"" EXACT []","DOID:1230"
"32868","DOID:12292","obsolete recurrent malignant endocervical neoplasm","NA","NA"
"32871","DOID:12294","atypical depressive disorder","""Atypical depression"" EXACT []","NA"
"32875","DOID:12297","Vogt-Koyanagi-Harada disease","""Vogt-Koyanagi syndrome"" EXACT []","NA"
"32881","DOID:12298","intrahepatic gall duct cancer","""malignant neoplasm of intrahepatic gall duct"" EXACT []","NA"
"32888","DOID:12301","obsolete speckled lentiginous nevus","""Speckled lentiginous naevus"" EXACT []","NA"
"32894","DOID:12302","obsolete diphtheritic membranous angina","""Faucial diphtheria (disorder)"" EXACT []","NA"
"32900","DOID:12304","conjunctival pigmentation","NA","NA"
"32903","DOID:12305","Bloch-Sulzberger syndrome","""Incontinentia pigmenti syndrome"" EXACT []","NA"
"32908","DOID:12306","vitiligo","NA","NA"
"32911","DOID:12307","anterior corneal pigmentation","""Anterior corneal pigmentations"" EXACT []","NA"
"32915","DOID:12308","Dubin-Johnson syndrome","""Dubin Johnson syndrome"" EXACT []","NA"
"32920","DOID:12309","urticaria pigmentosa","""UP/MPCM"" EXACT []","NA"
"32924","DOID:1231","obsolete chronic schizophrenia","""chronic schizophrenia (disorder)"" EXACT []","NA"
"32929","DOID:12311","stromal corneal pigmentation","""Stromal corneal pigmentations"" EXACT []","NA"
"32933","DOID:12318","granular corneal dystrophy","""granular corneal dystrophy"" EXACT []","NA"
"32937","DOID:1232","obsolete paranoid type schizophrenia subchronic state with acute exacerbation","NA","NA"
"32940","DOID:12323","cough variant asthma","NA","NA"
"32943","DOID:12324","obsolete transsexuality with homosexual history","""Transsexuality with homosexual history (disorder)"" EXACT []","NA"
"32948","DOID:12325","kyphoscoliotic heart disease","""Kyphoscoliotic heart disease"" EXACT []","NA"
"32952","DOID:12326","chronic pulmonary heart disease","NA","NA"
"32955","DOID:12328","marasmus","""Nutritional marasmus"" EXACT []","NA"
"32960","DOID:1233","transvestism","""Transvestic fetishism"" EXACT []","NA"
"32967","DOID:12332","hematocele of tunica vaginalis testis","""male hematocele"" EXACT []","NA"
"32972","DOID:12333","male genital organ stricture","""Stricture of male genital organs"" EXACT []","NA"
"32976","DOID:12335","male genital organ vascular disease","""vascular disorder of male genital organs"" EXACT []","NA"
"32980","DOID:12336","male infertility","NA","NA"
"32983","DOID:12337","varicocele","""Scrotal varices"" EXACT []","NA"
"32987","DOID:12338","obsolete redundant prepuce and phimosis","NA","NA"
"32990","DOID:12339","retroperitoneal lymphoma","NA","NA"
"32993","DOID:1234","gender incongruence","""transsexualism"" EXACT []","DOID:10919"
"33000","DOID:12341","retroperitoneal sarcoma","NA","NA"
"33003","DOID:12342","retroperitoneum carcinoma","""carcinoma of the retroperitoneum"" RELATED []","NA"
"33008","DOID:12346","obsolete hyperkinetic heart syndrome","""hyperkinetic heart disease"" RELATED []","NA"
"33012","DOID:12347","osteogenesis imperfecta","""Vrolik's disease"" EXACT []","DOID:14708"
"33021","DOID:12349","primary eye hypotony","""primary hypotony of eye"" EXACT []","NA"
"33025","DOID:1235","fetishism","NA","NA"
"33028","DOID:12351","alcoholic hepatitis","""Alcoholic hepatitis"" EXACT []","DOID:12350"
"33037","DOID:12355","prostatocystitis","NA","NA"
"33040","DOID:12356","obsolete bacterial prostatitis","NA","NA"
"33043","DOID:12357","viral labyrinthitis","""Viral labyrinthitis"" EXACT []","NA"
"33048","DOID:12358","patulous eustachian tube","NA","NA"
"33051","DOID:12359","endocrine exophthalmos","NA","NA"
"33054","DOID:12360","lateral displacement of eye","""Lateral displacement of globe"" EXACT []","NA"
"33058","DOID:12361","Graves' disease","""Graves disease"" EXACT []","NA"
"33065","DOID:12362","thyrotoxic exophthalmos","NA","NA"
"33068","DOID:12363","intermittent proptosis","""Intermittent exophthalmos"" EXACT []","NA"
"33072","DOID:12364","pulsating exophthalmos","NA","NA"
"33075","DOID:12365","malaria","""induced malaria"" EXACT []","DOID:12552"
"33080","DOID:12369","prolapse of urethra","""Urethrocele"" EXACT []","NA"
"33084","DOID:1237","corneal degeneration","NA","NA"
"33087","DOID:12375","bronchopneumonia","""lobular pneumonia"" EXACT []","NA"
"33093","DOID:12376","juvenile spinal muscular atrophy","""Type III Spinal Muscular Atrophy"" EXACT []","DOID:13161"
"33101","DOID:12377","spinal muscular atrophy","NA","NA"
"33104","DOID:12378","obsolete predominant psychomotor disturbance","NA","NA"
"33107","DOID:12379","obsolete mixed disorder as reaction to stress","NA","NA"
"33110","DOID:1238","obsolete acute erythremia and erythroleukemia in remission","NA","NA"
"33113","DOID:12380","obsolete predominant disturbance of consciousness","NA","NA"
"33116","DOID:12382","complex partial epilepsy","""psychomotor epilepsy"" EXACT []","NA"
"33123","DOID:12384","dysentery","""Infectious diarrhea"" EXACT []","NA"
"33127","DOID:12385","shigellosis","""Shigella sonnei infectious disease"" EXACT []","DOID:925"
"33140","DOID:12386","balantidiasis","NA","NA"
"33143","DOID:12387","nephrogenic diabetes insipidus","""vasopressin-resistant diabetes insipidus"" RELATED []","NA"
"33147","DOID:12388","neurohypophyseal diabetes insipidus","""Vasopressin deficiency"" EXACT []","NA"
"33154","DOID:1239","obsolete acute erythremia and erythroleukemia","NA","NA"
"33157","DOID:12392","obsolete leukemic reticuloendotheliosis involving lymph nodes of head, face and neck","""Leukemic reticuloendotheliosis of lymph nodes of head, face and/or neck (disorder)"" EXACT []","NA"
"33163","DOID:12395","spastic entropion","NA","NA"
"33166","DOID:12396","obsolete entropion and trichiasis of eyelid","""Entropion or trichiasis of eyelid NOS (disorder)"" EXACT []","NA"
"33171","DOID:12397","entropion","NA","DOID:14446"
"33175","DOID:12399","pathological gambling","""Pathological gambling"" EXACT []","NA"
"33180","DOID:1240","leukemia","NA","DOID:9145"
"33184","DOID:12400","kleptomania","""Pathological stealing"" EXACT []","NA"
"33188","DOID:12401","intermittent explosive disorder","""explosive personality disorder"" EXACT []","DOID:9404"
"33193","DOID:12402","pyromania","""Pathological firesetting"" EXACT []","NA"
"33198","DOID:12403","tinea pedis","""ringworm of foot"" RELATED []","NA"
"33204","DOID:12404","obsolete tinea","""ringworm"" EXACT []","NA"
"33210","DOID:1241","luxation of globe","""Luxation of eye"" EXACT []","NA"
"33214","DOID:12417","obsolete psychogenic dysmenorrhea","""Psychogenic dysmenorrhoea"" EXACT []","NA"
"33220","DOID:1242","globe disease","NA","NA"
"33223","DOID:12424","thyrocalcitonin secretion disease","""disorder of thyrocalcitonin secretion"" EXACT []","NA"
"33227","DOID:1243","labia minora cancer","""malignant tumor of Labia Minora"" EXACT []","NA"
"33233","DOID:12445","conjugate gaze palsy","""Palsy of conjugate gaze"" EXACT []","NA"
"33237","DOID:12448","obsolete hematologic pregnancy complication","NA","NA"
"33240","DOID:12449","aplastic anemia","NA","NA"
"33243","DOID:1245","vulva cancer","""Vulvar tumor"" EXACT []","DOID:1282"
"33256","DOID:12450","pancytopenia","NA","NA"
"33259","DOID:12451","sulfhemoglobinemia","""Sulfhemoglobinemia"" EXACT []","NA"
"33264","DOID:12465","secondary hyperparathyroidism of renal origin","""hyperparathyroidism due to renal insufficiency"" EXACT []","NA"
"33268","DOID:12466","secondary hyperparathyroidism","NA","NA"
"33271","DOID:1247","blood coagulation disease","""postpartum coagulation defect with delivery"" EXACT []","DOID:9474"
"33281","DOID:12474","capillariasis","""Capillaria infection"" EXACT []","NA"
"33285","DOID:12475","pes anserinus tendinitis or bursitis","NA","NA"
"33288","DOID:1248","ocular hyperemia","""hyperemia of conjunctiva"" EXACT []","NA"
"33293","DOID:1249","obsolete Conjunctival vascular disorder and cysts","""Conjunctival vascular disorder and cysts (disorder)"" EXACT []","NA"
"33297","DOID:12491","Vagus nerve disease","""Vagus nerve disorder"" EXACT []","NA"
"33304","DOID:125","vagina leiomyoma","""leiomyoma of vagina"" EXACT []","NA"
"33308","DOID:12506","Bell's palsy","""Bell's (facial) palsy"" EXACT []","NA"
"33313","DOID:12508","obsolete simple type schizophrenia chronic state with acute exacerbation","NA","NA"
"33316","DOID:1251","tuberculous epididymitis","NA","NA"
"33319","DOID:12510","retinal ischemia","NA","NA"
"33322","DOID:12514","retinal perforation","""Retinal tear"" EXACT []","NA"
"33328","DOID:1252","trichuriasis","""Whipworm disease"" EXACT []","NA"
"33335","DOID:12522","bagassosis","""sugar cane worker pneumonitis"" EXACT []","NA"
"33339","DOID:12524","plantar nerve lesion","""Plantar nerve lesion"" EXACT []","NA"
"33344","DOID:12525","obsolete Lateral cutaneous femoral nerve of thigh compression or syndrome","""Meralgia paresthetica (disorder)"" EXACT []","NA"
"33350","DOID:12526","tarsal tunnel syndrome","NA","NA"
"33353","DOID:12527","common peroneal nerve lesion","NA","NA"
"33356","DOID:12528","lesion of sciatic nerve","NA","NA"
"33359","DOID:12529","tibial nerve palsy","""Tibial nerve palsy"" EXACT []","NA"
"33363","DOID:1253","obsolete Enoplea infectious disease","""enoplida infectious disease"" EXACT []","NA"
"33367","DOID:12531","von Willebrand's disease","""von Willebrand-Jrgens disease"" EXACT []","NA"
"33376","DOID:12537","hypermobility of coccyx","""hypermobility of the coccyx"" EXACT []","NA"
"33381","DOID:12538","obsolete Chlamydia trachomatis pharyngitis","""venereal disease of pharynx due to Chlamydia trachomatis"" EXACT []","NA"
"33385","DOID:12539","obsolete Chlamydia trachomatis proctitis","""Venereal disease of the anus and rectum due to Chlamydia trachomatis"" EXACT []","NA"
"33390","DOID:1254","trichostrongylosis","""Trichostrongyliasis"" EXACT []","NA"
"33396","DOID:12541","obsolete catatonic type schizophrenia subchronic state","NA","NA"
"33399","DOID:12542","obsolete catatonic type schizophrenia subchronic state with acute exacerbation","NA","NA"
"33402","DOID:12543","obsolete catatonic type schizophrenia chronic state with acute exacerbation","NA","NA"
